,0
1202,The Princess of Wales meets well-wishers during a walkabout on the Mall outside Buckingham Palace today
1203,The Princess of Wales meets well-wishers during a walkabout on the Mall outside Buckingham Palace today
1204,"Kate Middleton reminisced about her wedding during a royal walkabout today, confessing the past 12 years have 'gone by in a flash'"
1205,The Prince and Princess of Wales beamed as they said hello to thousands of delighted royal fans on The Mall this afternoon
1206,The Princess of Wales speaks with Australian Prime Minister Anthony Albanese
1207,The Princess of Wales speaks with New Zealand Prime Minister Chris Hipkins
1208,Kate Middleton appeared to make a subtle nod to her sister-in-law the Duchess of Sussex today as she stepped out in a pair of Meghan Markle's favourite heels
1209,The Prince and Princess of Wales beamed as they said hello to thousands of delighted royal fans on The Mall this afternoon
1210,A girl takes a selfie with the Princess of Wales today
1211,The Princess of Wales meets well-wishers during a walkabout on the Mall outside Buckingham Palace today
1212,The Princess of Wales meets well-wishers during a walkabout on the Mall outside Buckingham Palace today
1213,The Princess of Wales meets well-wishers during a walkabout on the Mall outside Buckingham Palace today
1214,The Princess of Wales meets well-wishers during a walkabout on the Mall outside Buckingham Palace today
1215,The Princess of Wales meets well-wishers during a walkabout on the Mall outside Buckingham Palace today
1216,A girl takes a selfie with the Princess of Wales as she greets well-wishers during a walkabout on the Mall today
1217,The Princess of Wales meets well-wishers during a walkabout on the Mall outside Buckingham Palace today
1218,The Princess of Wales speaks with Australian Prime Minister Anthony Albanese
1219,The Princess of Wales speaks with New Zealand Prime Minister Chris Hipkins
1220,Princess of Wales speaks to world leaders
1221,The Princess of Wales was among working royals at the event. Prince Andrew and Prince Harry were not there
1222,Francis Bourgeois - whose real name is Luke Nicolson - boasts over 2.9m followers on TikTok. The 22-year-old  was invited to meet the Prince and Princess of Wales on their Elizabeth line journey
1223,"The Prince and Princess of Wales travel on London Underground's Elizabeth Line in central London, on their way to visit the Dog & Duck pub in Soho to hear how it's preparing for the coronation"
1224,"Catherine, Princess of Wales smiles and takes pictures with well wishers during visit the Dog & Duck Pub"
1225,The Prince and Princess of Wales are served a pint at the Dog & Duck pub in Soho yesterday
1226,The couple pictured with the Prince and Princess of Wales at Windsor Castle during their royal tour of the UK earlier this year
1227,"The Princess of Wales, 41, has delighted royal fans with the skip in her step as she met with well-wishers in Soho yesterday"
1228,"Fans swooned over the Princess of Wales' skip and happy demeanour, as some gushed about how elegant she is"
1229,"The Prince and Princess of Wales travel on London Underground's Elizabeth Line in central London, on their way to visit the Dog & Duck pub in Soho to hear how it's preparing for the coronation"
1230,"Catherine, Princess of Wales smiles and takes pictures with well wishers during visit the Dog & Duck Pub"
1231,"Kate Middleton, pictured here with her husband Prince William on the Elizabeth Line on Thursday, said her eldest son is 'excited' about the coronation of his grandfather"
1232,The Prince and Princess of Wales travelled on the Elizabeth Line to a rendezvous at the Dog and Duck pub where they pulled pints and spoke with staff
1233,Prince William and Kate Middleton were getting into the party spirit yesterday as they visited Soho ahead of the Coronation this weekend
1234,"The Prince and Princess of Wales were beaming as they travelled on the new underground line yesterday, which was opened in honour of the late Queen"
1235,"The Prince and Princess of Wales were beaming as they travelled on the new underground line yesterday, which was opened in honour of the late Queen"
1236,"The Prince and Princess of Wales and their children, Prince George, Princess Charlotte and Prince Louis, joined the monarch and his wife and then well-wishers were treated to an encore with just the King and Queen"
1237,"Meanwhile Catherine, Princess of Wales, looked impeccably regal in her McQueen gown, dazzling headpiece and the late Princess Diana’s earrings – daughter Charlotte adorable in a miniaturized version of the same look."
1238,"The actress in Meghan must have been dying. The costuming, the pageantry — the fealty on display! (Pictured: The Prince and Princess of Wales with Charlotte and Louise at the coronation)."
1239,"Next came the carriage with the Prince and Princess of Wales inside, along with their children Prince George, Princess Charlotte and Prince Louis"
1240,"Britain's Prince William and Catherine, Princess of Wales, followed by Louis and Charlotte holding hands"
1241,"The Prince and Princess of Wales have shared amazing behind-the-scenes footage of their time at the coronation, showing them leaving for Westminster Abbey"
1242,Charlotte held her younger brother's hand as they left Westminster Abbey following the Prince and Princess of Wales at the end of yesterday's ceremony
1243,"The Princess of Wales looked resplendent in red, white and blue, pictured with Prince Louis entering Westminster Abbey"
1244,Keeping you up! The Prince and the Princess of Wales's youngest son Louis - who turned five on St George's Day on April 23rd- melted hearts yesterday at Westminster Abbey for the King's Coronation
1245,The Prince and Princess of Wales walked into Westminster Abbey ahead of Princess Charlotte and Prince Louis
1246,"A smile for the crowds! Prince Louis, five, melted hearts as he joined the royal procession alongside the Prince and Princess of Wales and his older sister Princess Charlotte en route to Westminster Abbey"
1247,"The Princess of Wales was wearing an Alexander McQueen dress in ivory silk crepe with silver bullion and thread work embroidery featuring rose, thistle, daffodil and shamrock motifs, with the Royal Victorian Order Mantle"
1248,"The Prince and Princess of Wales and their two youngest children, Prince Charlotte, eight, and Prince Louis, five, had ashen faces as they arrived for the coronation"
1249,"The Prince and Princess of Wales were supposed to arrived and be seated before Charles and Camilla, the official order of service (pictured) showed"
1250,"Prince William, Prince of Wales, and Catherine, Princess of Wales, leave the Abbey with their children"
1251,"Britain's Prince William and Catherine, Princess of Wales, followed by Louis and Charlotte holding hands"
1252,"(Left to right 3rd and 4th row): The Duke of York, Princess Beatrice, Peter Phillips, Edoardo Mapelli Mozzi, Zara Tindall, Princess Eugenie, Jack Brooksbank, Mike Tindall and the Duke of Sussex, (left to right 2nd row) the Earl of Wessex, Lady Louise Windsor, the Duke of Gloucester, the Duchess of Gloucester, the Princess Royal Vice Admiral Sir Tim Laurence, Prince Michael of Kent, Princess Michael of Kent, (1st row) the Prince of Wales, Princess Charlotte, Prince Louis, the Princess of Wales and the Duke of Edinburgh and the Duchess of Edinburgh"
1253,Charlotte held her younger brother's hand as they left Westminster Abbey following the Prince and Princess of Wales at the end of today's ceremony
1254,"The Princess of Wales looked resplendent in red, white and blue, pictured with Prince Louis entering Westminster Abbey"
1255,Keeping you up! The Prince and the Princess of Wales's youngest son Louis - who turned five on St George's Day on April 23rd- has melted hearts again today at Westminster Abbey today for the King's Coronation
1256,The Prince and Princess of Wales walked into Westminster Abbey ahead of Princess Charlotte and Prince Louis
1257,"A smile for the crowds! Prince Louis, five, melted hearts as he joined the royal procession alongside the Prince and Princess of Wales and his older sister Princess Charlotte en route to Westminster Abbey"
1258,"The Princess of Wales was wearing an Alexander McQueen dress in ivory silk crepe with silver bullion and thread work embroidery featuring rose, thistle, daffodil and shamrock motifs, with the Royal Victorian Order Mantle"
1259,"Anne was standing with the rest of the royal family, next to her husband Vice Admiral Sir Timothy Laurence, behind the Duke and Duchess of Edinburgh and the Prince and Princess of Wales and their two youngest children"
1260,"The Duke of Edinburgh, the Earl of Wessex, Lady Louise Windsor, Vice Admiral Sir Tim Laurence ,the Duchess of Edinburgh, the Princess Royal, Princess Charlotte, the Princess of Wales, Prince Louis, the Prince of Wales were all smiles on the balcony of Buckingham Palace to view a flypast"
1261,"Princess Charlotte of Wales, Prince Louis of Wales, Catherine Princess of Wales and Prince William followed out the royal couple"
1262,"Catherine, Princess of Wales, Britain's Prince Louis of Wales, Britain's Prince William, Prince of Wales, page of honour, Britain's Prince George of Wales on the Buckingham Palace balcony to view the Royal Air Force fly-past"
1263,"Prince William, Prince of Wales and Catherine, Princess of Wales leave the Abbey with their children"
1264,Prince Louis waves as the Prince and Princess of Wales leave with George and Charlotte
1265,"Prince Louis waves as the Prince and Princess of Wales leave with George and Charlotte, who was also waving"
1266,"Britain's Prince William and Catherine, Princess of Wales, followed by Louis and Charlotte holding hands"
1267,"(Left to right 3rd and 4th row): The Duke of York, Princess Beatrice, Peter Phillips, Edoardo Mapelli Mozzi, Zara Tindall, Princess Eugenie, Jack Brooksbank, Mike Tindall and the Duke of Sussex, (left to right 2nd row) the Earl of Wessex, Lady Louise Windsor, the Duke of Gloucester, the Duchess of Gloucester, the Princess Royal Vice Admiral Sir Tim Laurence, Prince Michael of Kent, Princess Michael of Kent, (1st row) the Prince of Wales, Princess Charlotte, Prince Louis, the Princess of Wales and the Duke of Edinburgh and the Duchess of Edinburgh"
1268,"Anne was standing with the rest of the royal family, next to her husband Vice Admiral Sir Timothy Laurence, behind the Duke and Duchess of Edinburgh and the Prince and Princess of Wales and their two youngest children"
1269,Prince Harry and the Duchess of Sussex join the Prince and Princess of Wales to grieve the loss of the late Queen Elizabeth II
1270,"A popular shoe: Rose Hanbury, who is married to the Marquess of Cholmondeley, wore a pair of towering black £490 Bow Tie Pump 105 Aquazzura heels for the Coronation - Kate Middleton wore the same pair yesterday"
1271,All white! The Princess of Wales pictured on Friday meeting well-wishers outside Buckingham Palace
1272,Kate Middleton appeared to make a subtle nod to her sister-in-law the Duchess of Sussex today as she stepped out in a pair of Meghan Markle's favourite heels
1273,"Prince William, Prince of Wales and Catherine, Princess of Wales leave the Abbey with their children"
1274,Prince Louis waves as the Prince and Princess of Wales leave with George and Charlotte
1275,"Prince Louis waves as the Prince and Princess of Wales leave with George and Charlotte, who was also waving"
1276,"Lip reader Jacqui Press has caught sweet interactions between the royals during today's pivotal moments.' Pictured L-R: Vice Admiral Sir Tim Laurence, Duchess of Edinburgh, Princess Charlotte, Princess of Wales, Prince Louis, Prince of Wales, a page of honour, Prince George on the balcony of Buckingham Palace this afternoon"
1277,"Here, The Princess of Wales is pictured speaking to Princess Charlotte and Prince Louis in the Abbey"
1278,"The front row was filled by the Prince and Princess of Wales, two of their children - Charlotte and Louis - and the Duke and Duchess of Edinburgh. Sitting on the fifth row was Lady Sarah Chatto and her family"
1279,"Kate glanced across at her children during the service, who were sitting quietly alongside the Prince and Princess of Wales throughout the ceremony"
1280,The Princess of Wales was left chuckling as her youngest son let out a shout while watching the Red Arrows this afternoon (pictured)
1281,"The Duke of Edinburgh, the Earl of Wessex, Lady Louise Windsor, Vice Admiral Sir Tim Laurence, the Duchess of Edinburgh, the Princess Royal, Princess Charlotte, the Princess of Wales, Prince Louis, the Prince of Wales were all smiles on the balcony of Buckingham Palace to view the RAF flypast"
1282,"Princess Charlotte, Prince Louis, the Princess of Wales and Prince William followed the King and Queen out on to the balcony"
1283,"The Princess of Wales, Prince Louis, the Prince of Wales, page of honour Prince George, and another page of honour on the Buckingham Palace balcony to view the Royal Air Force flypast"
1284,"Prince William, Prince of Wales, and Catherine, Princess of Wales, leave the Abbey with their children"
1285,"Prince William and Catherine, Princess of Wales, followed by Louis and Charlotte holding hands"
1286,"Catherine, Princess of Wales, and Prince William, Prince of Wales, during the Coronation"
1287,"Kate glanced across at her children during the service, who were sitting quietly alongside the Prince and Princess of Wales throughout the ceremony"
1288,"(Left to right 3rd and 4th row): The Duke of York, Princess Beatrice, Peter Phillips, Edoardo Mapelli Mozzi, Zara Tindall, Princess Eugenie, Jack Brooksbank, Mike Tindall and the Duke of Sussex, (left to right 2nd row) the Earl of Wessex, Lady Louise Windsor, the Duke of Gloucester, the Duchess of Gloucester, the Princess Royal Vice Admiral Sir Tim Laurence, Prince Michael of Kent, Princess Michael of Kent, (1st row) the Prince of Wales, Princess Charlotte, Prince Louis, the Princess of Wales and the Duke of Edinburgh and the Duchess of Edinburgh"
1289,The Princess of Wales and her daughter Princess Charlotte looked incredible in matching Alexander McQueen coronation dresses at Westminster Abbey
1290,"Princess Charlotte later joined her parents, the Prince and Princess of Wales, and her younger brother Louis on the balcony at Buckingham Palace"
1291,"(L-R) Lady Louise, Sir Timothy Laurence, Sophie, the Duchess of Edinburgh, Princess Charlotte, Princess Anne, Princess Royal, Catherine, Princess of Wales, Prince Louis of Wales, and Prince William, Duke of Cambridge stand on the balcony during the Coronation of King Charles III and Queen Camilla"
1292,"The Princess of Wales, resplendent in red, white and blue, pictured with Prince Louis entering Westminster Abbey"
1293,Keeping you up! The Prince and the Princess of Wales's youngest son Louis - who turned five on St George's Day on April 23rd- was melted hearts again today at Westminster Abbey today for the King's Coronation
1294,The Prince and Princess of Wales walk into Westminster Abbey ahead of Princess Charlotte and Prince Louis
1295,"A smile for the crowds! Prince Louis, five, melted hearts as he joined the royal procession alongside the Prince and Princess of Wales and his older sister Princess Charlotte en route to Westminster Abbey"
1296,"The Princess of Wales is wearing an Alexander McQueen dress in ivory silk crepe with silver bullion and thread work embroidery featuring rose, thistle, daffodil and shamrock motifs, with the Royal Victorian Order Mantle"
1297,"Catherine, the Princess of Wales, who wore a dazzling ivory Alexander McQueen dress, is seen arriving at Westminster Abbey for King Charles and Queen Camilla's Coronation"
1298,"(L-R) Prince Edward, James Earl of Sussex, Lady Louise Windsor, Sophie Countess of Sussex, Princess Charlotte, the Princess of Wales, Prince Louis, Prince William of Wales"
1299,Eagle-eyed fans caught the moment the Princess of Wales crouched to talk to her youngest son during the ceremony
1300,"Kate Middleton crouched to speak to her son during the ceremony, before he retired to the wings"
1301,"=Prince William and Catherine, Princess of Wales, followed by Louis and Charlotte holding hands as they enter Westminster Abbey"
1302,"Next came the carriage with the Prince and Princess of Wales inside, along with their children Prince George, Princess Charlotte and Prince Louis"
1303,"It was uncertain whether Louis was going to attend the Coronation, but he was there with his siblings and his parents, Kate and William, the Prince and Princess of Wales"
1304,Keeping you up? The Prince and the Princess of Wales's youngest son Louis - who turned five on St George's Day on April 23rd - melted hearts again today at Westminster Abbey for the King's Coronation
1305,"Prince William, Prince of Wales and Catherine, Princess of Wales leave the Abbey with their children"
1306,Prince Louis waves as the Prince and Princess of Wales leave with George and Charlotte
1307,"Prince Louis waves as the Prince and Princess of Wales leave with George and Charlotte, who was also waving"
1308,"Britain's Prince William and Catherine, Princess of Wales, followed by Louis and Charlotte holding hands"
1309,"A woman wearing a Catherine, Princess of Wales, mask watches the coronation of King Charles III and Queen Camilla on a big screen in Cardiff"
1310,"Prince William, Prince of Wales and Catherine, Princess of Wales leave the Abbey with their children"
1311,Prince Louis waves as the Prince and Princess of Wales leave with George and Charlotte
1312,"Prince Louis waves as the Prince and Princess of Wales leave with George and Charlotte, who was also waving"
1313,"The front row was filled by the Prince and Princess of Wales, two of their children - Charlotte and Louis - and the Duke and Duchess of Edinburgh"
1314,Keeping you up? The Prince and the Princess of Wales's youngest son Louis - who turned five on St George's Day on April 23rd - melted hearts again today at Westminster Abbey today
1315,"Next came the carriage with the Prince and Princess of Wales inside, along with their children Prince George, Princess Charlotte and Prince Louis"
1316,"Prince William and Catherine, Princess of Wales, followed by Louis and Charlotte holding hands"
1317,Royal fans watching from around the world might have expected The Princess of Wales to mark the occasion by wearing a tiara
1318,"The Princess of Wales, 41, looked radiant in a dazzling ivory Alexander McQueen dress as she attended the King¿s Coronation alongside Prince William today (pictured)"
1319,The Princess of Wales stood alongside her husband Prince William and their children Princess Charlotte and Prince Louis during the service
1320,"Catherine, Princess of Wales, Prince William, Prince of Wales, Princess Charlotte of Wales and Prince Louis of Wales during the Coronation of King Charles III and Queen Camilla"
1321,"The Princess of Wales, 41, looked radiant in a dazzling ivory Alexander McQueen dress as she attended the King's Coronation alongside Prince William today"
1322,"Kate donned pearl earrings that were gifted to Diana before her wedding to Prince Charles in 1981. The earrings, made by Collingwood, mark a touching handover from one Princess of Wales to another"
1323,"The Princess of Wales paid tribute to her mother-in-law Princess Diana by wearing her earrings for the Queen's procession today. Pictured, Diana wearing the earrings in Washington DC in 1985"
1324,The Princess of Wales was caught on camera beaming as she enjoyed a choral performance while she was watching the King's Coronation today
1325,"The Princess of Wales, 41, looked radiant in a dazzling ivory Alexander McQueen dress as she attended the King¿s Coronation alongside Prince William today (pictured)"
1326,"Kate glanced across at her children during the service, who were sitting quietly alongside the Prince and Princess of Wales throughout the ceremony"
1327,The Princess of Wales stood alongside her husband Prince William and their children Princess Charlotte and Prince Louis during the service
1328,"Catherine, Princess of Wales, Prince William, Prince of Wales, Princess Charlotte of Wales and Prince Louis of Wales during the Coronation of King Charles III and Queen Camilla"
1329,"The Princess of Wales, 41, looked radiant in a dazzling ivory Alexander McQueen dress as she attended the King's Coronation alongside Prince William today"
1330,Kate donned pearl earrings that were gifted to Diana. The earrings mark a touching handover from one Princess of Wales to the other
1331,"The Princess of Wales paid tribute to her mother-in-law Princess Diana by wearing her earrings for the Queen's procession today. Pictured, Diana wearing the earrings in Washington DC in 1985"
1332,The Prince and Princess of Wales were sat next to Princess Charlotte and Prince Louis
1333,"The Princess of Wales, 41, looked radiant in a dazzling ivory Alexander McQueen dress as she attended the King¿s Coronation alongside Prince William today (pictured)"
1334,The Princess of Wales was sitting alongside her husband Prince William and their children as they rode through the streets of London today
1335,The Princess of Wales was sitting alongside her husband Prince William and their children as they rode through the streets of London today
1336,"Kate glanced across at her children during the service, who were sitting quietly alongside the Prince and Princess of Wales throughout the ceremony"
1337,The Princess of Wales stood alongside her husband Prince William and their children Princess Charlotte and Prince Louis during the service
1338,"Catherine, Princess of Wales, Prince William, Prince of Wales, Princess Charlotte of Wales and Prince Louis of Wales during the Coronation of King Charles III and Queen Camilla"
1339,"The Princess of Wales, 41, looked radiant in a dazzling ivory Alexander McQueen dress as she attended the King¿s Coronation alongside Prince William today"
1340,"Kate donned pearl earrings that were gifted to Diana, marking a touching handover from one Princess of Wales to the other"
1341,"The Princess of Wales paid tribute to her mother-in-law Princess Diana by wearing her earrings for the Queen's procession today. Pictured, Diana wearing the earrings in Washington DC in 1985"
1342,George's brother and sister were sat with the Prince and Princess of Wales inside the church
1343,Charlotte held her younger brother's hand as they left Westminster Abbey following the Prince and Princess of Wales at the end of today's ceremony
1344,"The Princess of Wales, resplendent in red, white and blue, pictured with Prince Louis entering Westminster Abbey"
1345,Keeping you up? The Prince and the Princess of Wales's youngest son Louis - who turned five on St George's Day on April 23rd - melted hearts again today at Westminster Abbey today
1346,The Prince and Princess of Wales walk into Westminster Abbey ahead of Princess Charlotte and Prince Louis
1347,"A smile for the crowds! Prince Louis, five, melted hearts as he joined the royal procession alongside the Prince and Princess of Wales and his older sister Princess Charlotte en route to Westminster Abbey"
1348,"The Princess of Wales is wearing an Alexander McQueen dress in ivory silk crepe with silver bullion and thread work embroidery featuring rose, thistle, daffodil and shamrock motifs, with the Royal Victorian Order Mantle"
1349,"(Left to right 3rd and 4th row): The Duke of York, Princess Beatrice, Peter Phillips, Edoardo Mapelli Mozzi, Zara Tindall, Princess Eugenie, Jack Brooksbank, Mike Tindall and the Duke of Sussex, (left to right 2nd row) the Earl of Wessex, Lady Louise Windsor, the Duke of Gloucester, the Duchess of Gloucester, the Princess Royal Vice Admiral Sir Tim Laurence, Prince Michael of Kent, Princess Michael of Kent, (1st row) the Prince of Wales, Princess Charlotte, Prince Louis, the Princess of Wales and the Duke of Edinburgh and the Duchess of Edinburgh"
1350,"Britain's Prince William and Catherine, Princess of Wales, followed by Louis and Charlotte holding hands"
1351,"The Princess of Wales speaks with the First Lady of the United States, Dr Jill Biden and her grand daughter Finnegan Biden"
1352,The Prince and Princess of Wales are served a pint at the Dog & Duck pub in Soho yesterday
1353,"Yesterday the King, 74, the Princess of Wales, 41, and the Prince of Wales, 40, made a surprise appearance on the Mall to greet well-wishers less than 24 hours before the coronation"
1354,"As the Princess of Wales danced, Princess Charlotte said something to her brother"
1355,"The princess looked at the crowd as she waved her flag to the music of the concert, while Kate Middleton said something to her and Prince George"
1356,Royal fans went wild over the moment the Princess of Wales was caught on camera swooning over her husband's speech at the Coronation concert
1357,"The Princess of Wales, Princess Charlotte, Prince George, and the Prince of Wales, are seen during the Coronation Concert held in the grounds of Windsor Castle"
1358,"The young royal, 8, looked to be struggling with the paper around her arm as she waved her Union Jack about in the stands, looking lost before she sought out the Princess of Wales"
1359,"The Princess of Wales, Princess Charlotte, Prince George, and the Prince of Wales, are seen during the Coronation Concert held in the grounds of Windsor Castle"
1360,"Prominent among them were the Middleton family, the Princess of Wales's mother Carole (second row, left), her father Michael (second row, right), whom his son-in-law William calls Mike, and siblings Pippa (third row, right) and James (third row, left)"
1361,"Kate Middleton was seen laughing and waving her Union Jack flag next to her children, who were loving their star-filled evening of music"
1362,"The concert is considered by many to be a crowning touch on the magnificent weekend, after joyous big lunch celebrations today and a surprise walkabout by the Prince and Princess of Wales"
1363,"Family affair! The Princess of Wales, Princess Eugenie, Princess Charlotte and Prince George all got on their feet during the Coronation Concert"
1364,The Princess of Wales and her mini-me Princess Charlotte were seen smiling as the teenager performed
1365,Princess Eugenie was spotted standing with her husband Jack Brooksbank behind the Prince and Princess of Wales and their children
1366,Princess Eugenie was spotted standing with her husband Jack Brooksbank behind the Prince and Princess of Wales and their children
1367,"A smiling Catherine, Princess of Wales dances next to her two eldest children"
1368,"As the Princess of Wales danced, Princess Charlotte said something in her brother's ears as they both waved their flags during the concert"
1369,"The Princess looked at the crowd as she waved her flag to the music of the concert, while Kate Middleton said something to her and Prince George"
1370,"The Princess of Wales, Princess Charlotte, Prince George, and the Prince of Wales, are seen during the Coronation Concert held in the grounds of Windsor Castle"
1371,The Princess of Wales and the other members of the royal boz all donned glowing bracelets during tonight's star-studded event
1372,The Princess of Wales could be seen dancing and singing along tonight
1373,The Princess of Wales also got on her feet to dance as international stars succeeded each other on the concert's stage tonight
1374,"The Princess looked at the crowd as she waved her flag to the music of the concert, while Kate Middleton said something to her and Prince George"
1375,"Family affair! The Princess of Wales, Princess Eugenie, Princess Charlotte and Prince George all got on their feet during the Coronation Concert"
1376,"The Princess of Wales waved to royal fans as the concert started this evening, while Princess Charlotte kept her eyes on the stage"
1377,"The Princess of Wales was seen chatting with her daughter Princess Charlotte, who thoroughly enjoyed the evening of music tonight"
1378,Prince George and Princess Charlotte appeared in high spirits as they joined their parents The Prince and Princess of Wales at the star-studded Coronation concert this evening
1379,"As the Princess of Wales danced, Princess Charlotte said something in her brother's ears as they both waved their flags during the concert"
1380,"The Princess looked at the crowd as she waved her flag to the music of the concert, while Kate Middleton said something to her and Prince George"
1381,"A smilimng Catherine, Princess of Wales, smiles and dances with her two eldest children"
1382,"Family affair! The Princess of Wales, Princess Eugenie, Princess Charlotte and Prince George all got on their feet during the Coronation Concert"
1383,"A smiling Catherine, Princess of Wales dances next to her two eldest children"
1384,"Catherine, Princess of Wales, Princess Charlotte of Wales, Prince George of Wales and Prince William, Prince of Wales"
1385,"King Charles III, Queen Camilla, Catherine, Princess of Wales, Princess Charlotte of Wales, Prince George of Wales, Prince William, Prince of Wales, Rishi Sunak and Rishi Sunak are seen during the Coronation Concert"
1386,The Princess of Wales smiled as an excited royal fan took a selfie during today's Windsor walkabout
1387,Smartphones at the ready! Members of the public lined the Long Walk as the Prince and Princess of Wales made their surprise appearance
1388,The Prince and Princess of Wales head out of Windsor Castle ahead of the concert tonight
1389,The Princess of Wales cuddles the child celebrating the Coronation
1390,"The Prince of Wales, holding a can of Organic Coronation Ale, and the Princess of Wales during a walkabout meeting members of the public"
1391,The Princess of Wales comforted an upset little girl named Lucy during a walkabout at The Big Lunch in Windsor
1392,The Prince and Princess of Wales headed out of Windsor Castle to meet royal fans ahead of the concert tonight
1393,Prince William also spoke to a little girl who was full of exctiment this aftenoon and scored a hug from the Princess of Wales
1394,Knitted figurines of the Prince and Princess of Wales and their children on a postbox in Windsor. Several senior royals will make appearances at coronation lunches today
1395,The Princess of Wales showcased her natural charm with the public today as she posed for selfies with delighted royal fans during her Windsor walkabout
1396,The Princess of Wales cuddles a child celebrating the Coronation
1397,"The Princess of Wales visits the Coronation Big Lunch in Windsor on Sunday, where she high-fived the crowds"
1398,"Kate Middleton, 41, was the epitome of charm during multiple walkabouts with the public which saw her hugging children and posing for selfies"
1399,Royal expert Richard Fitzwilliams branded the bank holiday weekend a 'triumph' for the Princess of Wales (pictured with William during walkabout on Sunday)
1400,"Oliver (left) is George's Norfolk neighbour, as he lives at Houghton Hall in Norfolk, which is just four miles from Anmer Hall - the Prince and Princess of Wales's country retreat."
1401,"The Princess of Wales wore long white dresses no doubt inspired by the traditional court dresses traditionally worn by Windsor Wives at previous Coronations, topped with a patriotic blue and red robe"
1402,The Prince and Princess of Wales head out of Windsor Castle ahead of the concert tonight
1403,The Princess of Wales cuddles the child celebrating the Coronation
1404,"The Prince of Wales, holding a can of Organic Coronation Ale, and the Princess of Wales during a walkabout meeting members of the public"
1405,The Princess of Wales comforted an upset little girl named Lucy during a walkabout at The Big Lunch in Windsor
1406,The Prince and Princess of Wales both shook hands with fans along the Long Walk in Windsor
1407,The Prince and Princess of Wales with Princess Charlotte and Prince Louis arriving at Westminster Abbey on Saturday
1408,Knitted figurines of the Prince and Princess of Wales and their children on a postbox in Windsor. Several senior royals will make appearances at coronation lunches today
1409,The Princess of Wales cuddles the child celebrating the Coronation
1410,"Catherine, Princess of Wales comforts another overwhelmed girl, Lucy, during a walkabout"
1411,The Princess of Wales poses for a selfie with a Windsor concertgoer. Security removed her hand as it grabbed Kate's hair
1412,The Princess of Wales really enjoyed high-fiving a child
1413,"Catherine, Princess of Wales, takes a walkabout at The Big Lunch in Windsor"
1414,The Prince and Princess of Wales head out of Windsor Castle ahead of the concert tonight
1415,The Prince and Princess of Wales both shook hands with fans along the Long Walk in Windsor
1416,The Prince and Princess of Wales with Princess Charlotte and Prince Louis arriving at Westminster Abbey on Saturday
1417,Knitted figurines of the Prince and Princess of Wales and their children on a postbox in Windsor. Several senior royals will make appearances at coronation lunches today
1418,Kate's effortless style steals the show: The Princess of Wales wore a cornflower blue blazer as she surprised royal fans at a Big Lunch gathering in Windsor
1419,The Princess of Wales poses for photograph with a royal fan as she attends Windsor Big Lunch
1420,Princess of Wales grins at her husband as they attend a Big Lunch event in Windsor
1421,The Princess of Wales speaks to royal fans as she attended the Windsor Big Lunch today
1422,Crowds gather in Windsor as Kate Middleton and Prince William step out for Big Lunch
1423,The Princess of Wales stunned in an ivory silk crepe gown by Alexander McQueen for the Coronation yesterday
1424,The Prince and Princess of Wales head out of Windsor Castle ahead of the concert tonight
1425,The Princess of Wales cuddles the child celebrating the Coronation
1426,"The Prince of Wales, holding a can of Organic Coronation Ale, and the Princess of Wales during a walkabout meeting members of the public"
1427,The Princess of Wales comforted an upset little girl named Lucy during a walkabout at The Big Lunch in Windsor
1428,The Prince and Princess of Wales both shook hands with fans along the Long Walk in Windsor
1429,The Prince and Princess of Wales with Princess Charlotte and Prince Louis arriving at Westminster Abbey on Saturday
1430,Knitted figurines of the Prince and Princess of Wales and their children on a postbox in Windsor. Several senior royals will make appearances at coronation lunches today
1431,Knitted figurines of the Prince and Princess of Wales and their children on a postbox in Windsor. Several senior royals will make appearances at coronation lunches today
1432,The Princess of Wales appeared 'relaxed in her moves' as she approached the crowds with Prince William at the Mall on Friday
1433,"The Prince and Princess of Wales are seen on the Buckingham Palace balcony with their cihldren Prince George, Princess Charlotte and Prince Louis, along with the Duchess of Edinburgh, her daughter Lady Louise, Princess Anne and her husband Vice Admiral Sir Timothy Laurence"
1434,"Prince George with Prince Louis, Princess Charlotte and the Prince and Princess of Wales on the Buckingham Palace balcony for the late Queen's Platinum Jubilee last June"
1435,Keeping you up? The Prince and the Princess of Wales's youngest son Louis - who turned five on St George's Day on April 23rd - melted hearts again at Westminster Abbey on May 6
1436,"Prince Louis also showered his mother, Kate Middleton, with kisses and cuddles during the Queen's Platinum Jubilee Pageant in June last year"
1437,The Princess of Wales and Louis arriving for the traditional Easter Sunday Mattins Service at St. George's Chapel
1438,2014 - Prince Harry with Kate Middleton and Archbishop of Canterbury Justin Welby at a ceremony in Belgium commemorating the 100th anniversary of the start of the First World War
1439,The Princess of Wales's stunning floral coronation headpiece may have been a sweet tribute to the late Queen Elizabeth II as it harked back to her 1947 wedding day
1440,"(L-R) Lady Louise Mountbatten-Windsor, Sir Timothy Laurence, Sophie, the Duchess of Edinburgh, Princess Charlotte of Wales, Princess Anne, Princess Royal, Catherine, Princess of Wales, Prince Louis of Wales and Prince William, Duke of Cambridge during the Coronation of King Charles"
1441,The dazzling headpiece was a break from tradition for the Princess of Wales who chose not to wear a tiara for the occasion
