,0
1324,Meghan Markle pictured in season seven of Suits in 2017 - before she left the show to marry Prince Harry
1325,Susanna Reid and Richard Madeley (pictured) witnessed an explosive row over Harry and Meghan between two broadcasters
1326,"Among the companies inked by Meyer and Genow are two publishing firms. The first, Peca Publishing LLC, was set up in September 2020 and used by Meghan to hold the rights for her kids book The Bench. Peca is Spanish for freckle, and appears to be a reference to a book Meghan wrote in eighth grade titled A Face Without Freckles... Is a Night Without Stars"
1327,Harry reveals tension was brewing between Kate Middleton and Meghan Markle from the beginning (pictured at Trooping the Color in 2018) as Meghan's joke left a 'yawning silence'
1328,"The King may have opted to grant his youngest son's children use of their titles - but the move comes in sharp contrast to another European monarch's decisions in recent months (pictured, Prince Harry with Meghan Markle, Archie and Lilibet)"
1329,Former politician-turned-radio host Scott Emerson called Prince Harry (right) and Meghan Markle (left) 'the ginger and the whinger' on Nine's Today show on Monday
1330,"Meghan, 41, chose a design from Colombian brand Johanna Ortiz (seen), but opted to have the $1,850 Ideal Universe Midi Dress altered to remove the straps"
1331,Things between the wives became seriously tricky in the days leading up to Harry and Meghan's wedding in May 2018
1332,"Yet isn't it strange that the Sussexes failed to honour any of Meghan's family in the name, in particular her mum Doria who's played such an important role in her life? After all, they've hurled accusations worldwide about the horrible Royal Family, accusing them of racism, of being cold, uncaring and of freezing out Meghan and forcing them to flee the country"
1333,"It's clear Harry was never properly prepared for the rigors of the adult world.But as for plain old Meghan: what ever happened to the hard-working actress who was raised on $4.99 salads, who took ¿all the odds-and-ends jobs¿ to help pay the bills?"
1334,King Charles didn't appear to hear the student's comments at first and had to be told by an aide what they had shouted. Prince Harry and Meghan Markle pictured in October 2018
1335,Meghan pictured on set in Suits with actor Rick Hoffman. Harry admitted to looking up her X-rated scenes online whilst they were dating
1336,Bradby's ITV documentary in South Africa in 2019 also saw Meghan Markle tell him: 'Not many people have asked if I'm okay'
1337,"Ex: Meghan also had her own experience with divorce, splitting from her first husbandTrevor Engelson in 2014"
1338,Meghan Markle looked happy as she left the Crypto.com Arena after a night watching the LA Lakers with her British husband
1339,Prince Harry saw the Princess of Wales as the sister he 'never had' - but has accused his family of 'stereotyping' his wife Meghan Markle. Above: Harry stands next to Kate and his brother on the Buckingham Palace balcony in 2013
1340,"Sarah Mhlanga, from Cheshire ,who appeared on Love it or List it used to be a Meghan Markle lookalike and regularly gave interviews to media about their similarities"
1341,"While launching her jewelry line, Kayla Jaclyne, the 23-year-old heiress said she wouldn't want Meghan, 41, as a model because she 'couldn't take that chance' on such a contentious figure"
1342,Meghan joked that the event was 'colourful' at one of her first public appearances with Prince Harry as newly weds
1343,"Firefighters clear away a fallen tree in Montecito, California, the village home to many celebrities, including Prince Harry and Meghan Markle"
1344,"The late Queen Elizabeth II, Charles, Camilla, William, Kate, Harry and Meghan attend the Commonwealth Day Service at Westminster Abbey on March 9, 2020"
1345,Giggling Duchess! Meghan smiled coyly as Harry leaned in to whisper something in her ear in the public display of affection
1346,Misha Nonoo and her ex-husband Alexander Gilkes pictured at the11th annual CFDA/Vogue Fashion Fund Awards in November 2014. The fashion designer met Meghan in May that year
1347,"Beatricehas known Meghan's BFF Misha for years, and attended her wedding to ex-husband Alexander Gilkes' in 2012 alongside her sister Princess Eugenie (right, Misha and Meghan together in 2015)"
1348,It comes amid rumours that Meghan will relaunch her health and wellness blog The Tig - which would rival the likes of Gwynth Paltrow's lifestyle brand Goop
1349,Meghan Markle'senthusiastic adoption of her husband’s status while mocking the family that bequeathed it upon him continues to antagonise many
1350,"Meghan long had a reputation as a diva, even as a C-list actress in the moderately successful US drama Suits, writes Dan Wootton. Pictured:Meghan, The Duchess of Sussex, surrounded by a female Police Protection officer and heavy Fijian security officers as she visits Suva Market, Fiji, in 2018"
1351,"Amazing: Meghan Fahy showed off her impeccable style in a quirky black leather top, teamed with trousers and heels"
1352,"Harry and Meghan during a visit to Auwal Mosque, the oldest mosque in Cape Town, 2019"
1353,"Harry & Meghan ranked second behind the Tinder Swindler,the story of conman Shimon Hayut (pictured)"
1354,Prince Harry's wedding to Meghan Markle in May 2018 cost the taxpayer in excess of £30m
1355,"Author Kehinde Andrews (above), who appeared on the Sussexes' Netflix series, called Harry and Meghan 'celebrities' and compared the feud within the family to soap opera EastEnders"
1356,"She lived with her husband in Frogmore Cottage, which would later become home to Prince Harry and Meghan Markle"
1357,"Back in September, Meghan revealed she was trying to get pregnant with twins and could even conceive them Down Under"
1358,Meghan says it took a year for her jaw to settle down again following the eight-hour double jaw surgery
1359,"Along with Meghan Markle and her mother, Princess Anne, Zara Tindall stands at 5'6"
1360,Meghan had reportedly raised 'gentle concerns' about Harry's decision to release Spare and was worried if it was the right move
1361,"The 56-year-old is suing Meghan, 41, for £60,000 in damages, claiming her reputation was left in tatters after her sister spread 'malicious lies' in her 2021 Oprah interview"
1362,Look of love: Meghan's oldest son kept a close eye on his baby brother
1363,Meghan opted for a sparkly minidress
1364,Meghan wore a Valentino suit for the Invictus Games in The Hague last year
1365,"The 20th century predecessors of Prince Harry and Meghan, Princess Mira and her husband PrinceDmitri Alexandrovich moved into Frogmore Cottage"
1366,"King Charles, who had told Harry early into his relationship with Meghan that he couldn¿t afford to support them, stopped taking his son¿s calls after he was sworn at and asked for money. Pictured:Meghan, a then Prince Charles, and Harry on the balcony of Buckingham Palace on June 9, 2018"
1367,"When she was bornLili weighed 7lbs 11oz, almost the exact same as her cousin Mia Tindall, with the announcement of her birth being made by Meghan's press secretary on June 6. Pictured: A photo of Princess Lili on her first birthday"
1368,"That at least was what they used to say; what many in the fashion industry concluded when, after being appointed editor of British Vogue, Enninful outlined his vision for the world's most glamorous magazine (pictured: Enninful with Meghan, Duchess of Sussex)"
1369,"Meghan's favorability has plunged 36 percentage points, per Newsweek"
1370,"Princess Camilla's approval falls lower than dejected royals, Prince Harry and Princess Meghan (both pictured), who only have nine per cent approval in the UK"
1371,"One section of the book claims that Harry was 'knocked to the floor' by his brother William in a furious row over his wife Meghan Markle, with the Duke saying he was injured when a dog bowl shattered underneath him. The bowl may have belonged to Pula (pictured with Harry in California yesterday), who was adopted in 2018"
1372,Meghan said the comment over Archie's skin was not made with malice. But a source told the Daily Telegraph that the duchess will not attend the Coronation on May 6 because she received an unsatisfactory response from the King (pictured with the King and Queen Consort in Mary 2018)
1373,"Barr (left, with The Sun's royal correspondent Emily Andrews) said the Royal Family risks an own goal by allowing Harry and Meghan to return to the fold for the ceremony on May 6, because they could head back to California with fresh material for their ongoing smear campaign against The Firm"
1374,"Harrison Colcord is the latest recruit to Harry and Meghan's office, it has emerged"
1375,Meghan Markle wrapped up warm in a front tie wrap coat by British designer Stella McCartney when she visited Cardiff Castle with Prince Harry in January 2018
1376,Meghan touches Harry's knee as she leaves her seat
1377,"The Princess of Wales, pictured on Easter Sunday with Prince Louis, would have been 'particularly uncomfortable' if Meghan had attended the Coronation, a royal observer has claimed"
1378,The King is thought to believe that Harry and Meghan's absence at his coronation would be a greater distraction than their presence
1379,"Meghan's first film premiere as a royal was to attend a screening of The Lion King, the live-action remake of the classic 1990s film, where she was introduced to Beyonce and Jay-Z"
1380,When Meghan Markle posted for Gritty Pretty in 2015 - the photos were then re-used in Elle France two years later - many noticed that her face looked suspiciously freckle free
1381,"Bad boy on set: Woodall played a rent-boy henchman who helps con Jennifer's doomed heiress by seducing her hapless assistant. While he didn't have any scenes with Meghann's character on The White Lotus, it certainly appears that they had a great time together off set"
1382,Meghan had paid tribute to the other honourees for their 'important and meaningful work'
1383,Meghan Markle’s second Cartier Tank is an all-gold Francaise which previously belonged to Princess Diana
1384,"In his new book, Prince Harry writes how there were signs of conflict early on in the relationship. He details how Meghan asked to borrow a lip-gloss from Kate ahead of their appearance at the first Royal Foundation forum summit in 2018"
1385,"Speaking of the moment that Harry and Meghan asked him to serve in the role of godfather, Perry recalled: 'They were pretty serious on the phone and I am like, ""OK what's going on"", and they said, ""Well we would like for you to be Lili's Godfather""'"
1386,"As with other royal brides, Meghan changed into a second dress for the evening, this time opting for a bespoke Stella McCartney design"
1387,Spotify has ended its lucrative deal with Prince Harry and Meghan Markle to produce podcasts
1388,"Harry, Meghan, Archie andLilibet pictured ina Christmas card photograph, released on December 23, 2021"
1389,"In his explosive memoirs Spare, which was accidentally leaked in Spain yesterday, Prince Harry, 38, who is based in Montecito, California, recounted how he met a 'woman with powers,' who passed a message from Diana to him. Pictured on Bondi Beach with Meghan Markle in 2018"
1390,"Harry and Meghan say their recent Netflix documentary was inspired by former South African president, the late Nelson Mandela. He's pictured with his then wife Winnie following his release from Victor prison, Cape Town, in 1990"
1391,Yikes: Real Housewives of Orange County alum Meghan King's ex Jim Edmonds called her out for wearing an 'inappropriate' outfit while taking their kids to school earlier this week; seen in 2022
1392,Meghan sported a cropped white blazer and black trouser combo
1393,It was confirmed this week that Prince Harry will attend the coronation alone while Meghan stays in California
1394,"Declined: The pop singer was asked by Meghan herself to appear on Archetypes, but she declined through her representative, the Wall Street Journal reported"
1395,She hopes to see Prince Harry and Meghan at Westminster Abbey
1396,Meghan Markle arriving at the Royal Albert Hall in London to attend a star-studded concert to celebrate the Queen's 92nd birthday in 2018
1397,Harry and Meghan's Instagram account posted a picture saying 'it's a boy' less than an hour after the news broke that the duchess had gone into labour
1398,Heather was spotted hiking with Meghan near the Sussex's Montecito mansion after they celebrated Archie's fourth birthday
1399,Meghan Markle and Kate are seen sitting next to each other at the Wimbledon Championships in July 2019
1400,Meghan Markle stepped out for a hike in California wearing Princess Diana's Cartier watch
1401,"The book comes just weeks after Harry and Meghan's bombshell docuseries on Netflix, in which Harry accused the rest of the royal family of leaking stories about his wife to the press in order to direct attention away from themselves"
1402,A photo of Meghan where she is believed to be wearing the watch from 2013
1403,"Meghan claimed not to know much about the Royal Family before she met Prince Harry, but she certainly had an awareness of her sister-in-law Kate Middleton (pictured together on Christmas Day 2018 at Sandringham)"
1404,"The couple recently appeared on The Late Late Show with James Corden, with Meghan Markle appearing over FaceTime"
1405,Several burly security guards were seen putting protective arms around Meghan as she followed behind her husband
1406,"'Is it because you are untouched?' the radio king joked before Ali responded, 'I don't know if I can answer that'. Pictured: Kyle,Meghan Trainor, Amy Shark andHarry Connick Jr"
1407,"Kate found her Windsor walkabout with Harry and Meghan after the Queen's death 'one of the hardest things she'd ever had to do', a sensational new royal book revealed"
1408,"Prince Harry and Meghan Markle's California home (pictured) is found in Montecito, which is currently under an evacuation order from authorities"
1409,Back on: Demi reignited her romance with Love Islander Meghan Barton Hanson in February
1410,Meanwhile Harry and Meghan have missed a number of significant events in Princess Beatrice's life - including her wedding and her daughter's christening
1411,Meghan Markle appeared in a commercial for the beer company in 2010
1412,Why would the Sussexes take part in a ceremony to prolong an institution they¿ve accused of racism and Meghan claims treated her so badly that she considered killing herself and her unborn child?
1413,Royal fans are speculating that Meghan could be set to make a comeback after the emergence of a mysterious Instagram handle and rumours she will work with a Hollywood PR guru
1414,The monarchy's popularity has taken a hit in Australia following the death of Elizabeth II and repeated attacks from Prince Harry and Meghan Markle (pictured together) which have done little to help the firm's brand
1415,"The disagreement between the two women was, he claims, further exacerbated by Kate's unwillingness to visit Meghan's tailor at Kensington Palace. Pictured: the sisters-in-law in December 2018"
1416,Axed:It comes just days after it was confirmed that Meghan Markle's Spotify podcast Archetypes will not be renewed for a second season
1417,"Frogmore Cottage in the grounds of Frogmore House, Frogmore Estate, Windsor, UK, home of Prince Harry and Meghan Markle"
1418,"Harry and his father the King, and their wives Meghan and the Queen Consort as they follow the late Queen Elizabeth II's hearse following the state funeral"
1419,Sharpton called Meghan Markle's wedding to Prince Harry in 2018 'a beautiful day'
1420,Harry accused Clarkson of inciting hatred towards women after he made comments about Meghan
1421,Meghan Markle walks down the aisle with Prince Charles for her wedding ceremony at St. George's Chapel in Windsor Castle in 2018
1422,"Omid Scobie (pictured in London in June this year) rose to prominence after writing Founding Freedom, a laudatory biography about Prince Harry and Meghan Markle"
1423,"Pictured: Harry and Meghan's neighborhood in Montecito, California is inundated by flooding on the exact anniversary of 2018 Montecito Mudflows"
1424,The royal family attended a Christmas carol service in a show of unity after the second instalment of Harry and Meghan's Netflix series was released. William's tie matched with the colour of Kate and Charlotte's coat. The Princess of Wales's jacket is from Eponine
1425,Meghan and Princess Eugenie pose for photos at a Halloween party in October 2016 with the Duke
1426,"Well, she said she wanted to be a cartoon princess. Now, thanks to the brilliant minds at 'South Park,' Meghan Markle is one."
1427,"In his explosive memoir, Harry claims his wife Meghan Markle was left 'on the floor sobbing' by a row with her sister-in-law Kate Middleton over Princess Charlotte's bridesmaid's dresses"
1428,"Despite her success in the American legal TV drama Suits, in 2017, following the announcement of engagement to Prince Harry, Meghan announced she would be stepping down from acting to start her new life as a working royal in the UK. Pictured: Meghan and Harry in New York in 2021"
1429,"After it came out in August, Meghan received fierce fury over her comments, and later admitted that she had been to 'open' and 'trusting' with the interviewer"
1430,Meghan Trainor (pictured) is currently living in Australia as she appears as a judge on Australian Idol and on Wednesday she revealed she goes to the toilet with her husband
1431,"Harry and Meghan's popularity continues to slide, with the couple on approval ratings of 22 per cent and 18 per cent respectively, new poll shows"
1432,State Trumpeters of the Household Cavalry play during preparations for Harry and Meghan's wedding in 2018
1433,"As Harry raced back to Meghan Markle in California, the new King and Queen stepped out on the balcony of Buckingham Palace"
1434,"Prince Harry and Meghan Markle are 'unlikely' to join the rest of the family on the Buckingham Palace balcony if they attend the coronation, sources have said"
1435,Meghan Markle shared a tribute to her two children with a necklaces featuring their star sign constellations
1436,"According to Harry, after he and Meghan returned from their honeymoon, the Prince and Princess of Wales invited Harry and Meghan to their flat at Kensington Palace after the rows"
1437,"A bestselling memoir would put Meghan in a well-trodden American political tradition, amid much speculation that she may have ambitions for elected office, given her outspoken views on women’s rights and other issues"
1438,"In previous clips, he focused on his combative relationship with William, saying his elder brother physically attacked him as they argued over Meghan, and 'I saw this red mist in him'. Pictured: Prince William (right) and Prince Harry (left) in 2005"
1439,In the show:Meghann Fahy is pictured in the show in the villa as she takes a dip in the pool
1440,"Three's a crowd?The actors were stood with Leo's rumoured love interest Meghann Fahy, who he has reportedly been dating since they met on the set of the black comedy-drama"
1441,"The wonderful thing that Harry and Meghan share is that their Ascendant's are in opposite signs. So, the self (1st House) has the counterpoint of the partner (7th House)"
1442,Royal experts suggested an appearance by Meghan would have been particularly 'uncomfortable' for the Princess of Wales.
1443,"Giving it a go! The actress, 65, sang her own rendition of Meghan Trainor's hit track Made You Look, making up her words as she went along"
1444,"The South Park episode, titled 'Worldwide Privacy Tour' pokes fun at Harry and Meghan's grievances while Meghan is introduced as a 'sorority girl, actress, influencer, victim'"
1445,"Prince Harry and Meghan carried out 1,009 and 179 engagements respectively over the past decade. The couple stepped down as senior royals in 2020 and moved to North America"
1446,"Ahead of a 7NEWS Australia Spotlight special which will air on Sunday featuring the Markle family, journalist Taylor Auerbach shared a photo on Twitter of a young Meghan at the dinner table wearing a white blouse and smiling candidly, labelling it a photo she 'never wanted the world to see'"
1447,"Mr Fry (pictured) met with Meghan in 2017 before she moved to London, and says he supported her for many years."
1448,"The deal with Penguin Random House is for up to four books - including one or more that could be co-written with Meghan. Others could touch on 'wellness', leadership and philanthropy"
1449,"'Hopefully on the second half of the trip, you'll see a belly,' Meghan said"
1450,Harry wrote in his memoir that Meghan clearly hadn't goggled the Royal Family before meeting The Queen and Prince Andrew (both pictured)
1451,"The couple's previous two pregnancies had been formally announced by Buckingham Palace, but the pair (pictured at Harry and Meghan's 2018 wedding) opted for a more low-key approach with their youngest child"
1452,"Pals:James became friendly with Harry and Meghan after moving to the States, revealing an interview last year that their kids are also close"
1453,Harry and Meghan at the Ms Foundation Women of Vision Awards in New York on May 16
1454,"Ahead of their rumoured 2020 fall out, Meghan (left) and Jessica (right) were believed to be extremely close friends"
1455,Harry recounted how he followed a secret way into the Soho House branch where Meghan was staying with the help of one of her friends who worked there
1456,"Despite the couple reportedly being told they had to vacate Frogmore Cottage, they appeared happy as they were snapped later that day (pictured: Meghan Markle atSan Vicente Bungalows)"
1457,"Kate Middleton and Meghan Markle have had issues in the past, detailed in Harry's memoir Spare"
1458,"Princess Charlene of Monaco (far left) was garbed in £655,574 worth of clothing over the last year making her the royal with the most expensive wardrobe.Next in line is Princess Maria-Olympia of Greece and Denmark (middle left), who spent about a third of Princess Charlene with £201,761. Kate, Princess of Wales (middle right), took third place, with a spending of £192,636 on her wardrobe last year. Her sister-in-law Meghan, Duchess of Sussex (far right), spent just £94,796 on new clothes last year"
1459,Meghann Fahy as Daphne in the hit series
1460,"Mr Bower has urged the King to 'cut off' Harry and Meghan (the father and son seen here with Queen Camilla and Meghan, Duchess of Sussex, at the funeral of Queen Elizabeth II)"
1461,"Meghan Markle, Duchess of Sussex greeting the public at the Sydney Opera House on October 16, 2018 in Sydney, Australia"
1462,Meghan wearing the heels in 2018
1463,Major General Matthew Holmes welcomes Prince Harry and Meghan Markle to the Royal Albert Hall in London in March 2020
1464,"Model looks:Meghan King, 38, showed off her enviable figure in a skintight black sequin bodysuit"
1465,"It’s just not like Meghan to harp on things, you know? She would never perseverate over all the wrongs done to her. (Pictured: Harry and Meghan at Monday's NBA game in LA)."
1466,"DAN WOOTTON: Ardern had expressed such horror at being used in Harry and Meghan's Netflix show Live to Lead last year, publicly hitting back at the docuseries by saying she wasn't aware of the involvement of the Sussexes (pictured in 2019) when she first agreed to be interviewed"
1467,"Classic: Meghann Fahy, 32, wore a Ralph Lauren white, one-shoulder gown with a circle-shaped cutout at one side of her hips"
1468,"Real Housewives of Atlanta star Claudia Jordan - who appeared alongside Meghan - slammed the royal's statements, and insisted that producers 'never treated them like bimbos'"
1469,"Prince Harry's memoir 'Spare' reveals Meghan Markle recorded her thoughts and feelings in a journal, which some speculate may form the basis of her own autobiography"
1470,"Meghan's engagement ring featured a gold band with three diamonds, a large square cut jewel in the centre set off by two diamonds at the side, although Meghan redesigned the band in 2019"
1471,"Lavish: Her dress was designed by Emilia Wickstead, who has also created glamorous ensembles for the likes of Kate Middleton, Princess Beatrice and Meghan Markle"
1472,Sussexes cheerleader Omid Scobie tweeted a statement from a spokesperson for Harry and Meghan
1473,"Harry and Meghan have not once done what's best for their family, illustrated by the fact they granted Oprah their vile score-settling 'interview' as Prince Philip was literally on his deathbed"
1474,Meghan was elegant inDior 'D-Moi' Pump as she attended an event for the Invictus Games in September
1475,"The Duke and Duchess of Sussex also were reportedly paid £88 million ($100 million) for their bombshell Netflix docuseries, Harry & Meghan, where they reflected on their time within The Firm. Pictured: A photo shared in the series"
1476,TMZ reported that 29-year-old Kevin Garcia Valdovinos was placed under citizen's arrest at the entrance to the couple's property. Pictured: Harry and Meghan attend theMs Foundation Women of Vision Awards in NYC last night
1477,Amal Clooney and George Clooney at The Prince's Trust Awards in London today. The couple attended Harry and Meghan's wedding
1478,Meghan was emotional after the young singer was accepted into the top 50 of the competition
1479,"While Harry jets over to the UK, Meghan will stay in the US with their children Lilibet, one, and Archie, who turns four on the day of the coronation"
1480,"Following in Meghan Markle and Princess Eugenie's footsteps, Irene decided to give birth at the exclusive Portland Hospital in London (pictured)"
1481,"Prince Harry has confirmed that he will be in attendance at the ceremony, whilst Meghan will stay in the US to look after the couple's two children"
1482,"Inbaal praises the fact that Oprah, 68 (pictured in September), is to this day 'outspoken about equal rights', in particular referencing her infamous interview with Prince Harry and Meghan Markle"
1483,"Prince Harry, Duke of Sussex and Meghan, The Duchess of Sussex attend the Ms. Foundation Women of Vision Awards"
1484,Sunrise hosts Natalie Barr (left) and David Koch (centre) were left baffled by reports Prince Harry and Meghan Markle are 'considering their legal options' after they were lampooned on adult cartoon South Park last week. (Right:The Daily Mirror's royal editor Russell Myers)
1485,"Harry (pictured with Meghan in 2022) was reportedly hoping to interview Vladimir Putin, Donald Trump and Mark Zuckerberg about their upbringing and childhood traumas"
1486,Meghan and Harry (pictured in New York receiving a Kennedy Human Rights Award) have refused to accept Clarkson's apology
1487,What will Meghan be doing when she is Not Attending The Coronation?
1488,Meghan Markle's podcast has been dropped
1489,Meghan held her award in her hand as she and Harry exited the Ziegfeld Ballroom following the end of the event
1490,"Doria Ragland, Prince Harry and Meghan Markle at Ziegfeld Ballroom in New York last night"
1491,"Prince Andrew (pictured in 2019) has been 'keeping an eye' on Harry and Meghan's life in the US as he plots a comeback to public life, it has been reported"
1492,"Meghanwas last seen at a public event on December 7, at the Ripple of Hope awards in New York (pictured)"
1493,"Harry and Meghan remain relatively popular in the US, even as their support in Britain has dwindled"
1494,"Some have read Anne's comments that her brother has been right to cut out Harry, Andrew and Meghan and a warning to Charles not to go further"
1495,"Meghan accepted freebies while at Kensington Palace, Prince Harry has revealed in his memoir, Spare. Pictured: The Duchess of Sussex as a serving royal (left) in 2018"
1496,Harry and his older brother in July 2021. Harry has written of feeling distant from William and said he was angry the press blamed their estrangement on Meghan
1497,"Few details were given about Lilibet's christening but it was held in the plush, chic home of Harry and Meghan in Santa Barbara, California, of which royal fans saw glimpses in the couple's Netflix documentary. Pictured: Meghan with Lilibet as a newborn"
1498,"James and his wife Julia have made friends with some of the biggest names in Hollywood, including George and Amal Clooney, who they are pictured here speaking to at the wedding of Prince Harry and Meghan Markle"
1499,"Meghan Markle has viscerally exploded back into public consciousness, with a three-step campaign seemingly taken straight from the Princess Diana playbook. On April 23, she unveiled the Montecito revenge makeover, (pictured) displaying her dramatic new look to the world while supporting a good cause"
1500,Harry (pictured with his wife)moved to California with Meghan Markle in 2020
1501,All okay? Meghan placed a reassuring hand on her husband's chest during a quiet moment on stage in front of onlookers
1502,Her husband and children were not seen with Meghan
1503,"Married couple:In the second season, Theo and Meghann played a married couple with serious issues between them"
1504,Let me get that for you: Meghan had left behind a trace of her lipstick so reached in to wipe it from Harry's mouth
1505,"Prince Harry recalled that the couple ate Nando's, listening to Sanskrit music and that he hogged the laughing gas during Meghan's first delivery (pictured with their son Archie and Meghan's mother Doria Ragland in 2019)"
1506,"Mr Browning, an Oscar-nominated producer, is attributed with playing an 'integral' part in the production of the Harry & Meghan series (pictured)"
1507,"Michelle's pals Prince Harry and Meghan Markle, who live a few hours north of LA in Montecito, enjoyed a romantic date night there back in March"
1508,"Few details have been given about the christening but it was held in the plush, chic home of Harry and Meghan in Santa Barbara, California, of which royal fans saw glimpses in the couple's Netflix documentary. Pictured: Meghan with Lilibet as a newborn"
1509,"On May 19, 2018, the day of Harry and Meghan's wedding, the exuberant crowds were blissfully ignorant about the feud"
1510,"Meghan McCain, American TV personality, said she was told to take the drug just four weeks after giving birth (Pictured above at the Algemeiner's gala in 2021)"
1511,"Down in the ballroom, the plated salads on our banquet tables were ready waiting for us – dry, unsightly, stringy greens that resembled nothing so much as regurgitated hairballs. (Pictured: Meghan with her mother Doria, left, and Prince Harry)."
1512,"Prince William, second right, Kate, Princess of Wales, right, Prince Harry, left, and Meghan, Duchess of Sussex, second left, leave after they paid their respects to Queen Elizabeth II in Westminster Hall for the Lying-in State in September last year"
1513,Meghan also described Jessica as as 'savvy and fashionable and tres cool' in a gushing blog post in early December 2015
1514,"Meanwhile, Prince Andrew, Princess Beatrice, Princess Eugenie, Harry and Meghan are not expected to participate"
1515,"There is a'row behind the scenes' at the palace over how Meghan and Charles' racism letters emerged in the press 'so close' to the Coronation, royal experts have told Palace Confidential"
1516,"Former US president Donald Trump spoke about Prince Harry, Meghan Markle, Boris Johnson and the Capitol Hill riot in his last GB News interview with Nigel Farage"
1517,"The last role listed was her first professional film role where she played the part of 'Natalie ""Hot Chick""' in Ashton Kutcher's 2005 rom com A Lot Like Love. Pictured: Meghan playing the role alongside Ashton Kutcher"
1518,Meghan spent some time chatting with Mr Genow
1519,Meghan may be taller than the average woman but remains one of the shorter Royals
1520,Meghan is pictured inside the car on Friday as Harry gets into the vehicle from the other side
1521,"PR guru Mark Borkowski said that Meghan's next move is crucial, because Spare and her husband's 'truths' in the media blitz that followed had damaged his brand and tarnished her, too"
1522,"Stars:The former talk show host, 65, and the actress, 50, said 'I do' all over again in front of pal Kris Jenner who served as officiant, as well as Prince Harry and his wife Meghan Markle"
1523,The rivals are joined on the Australian Idol judging panel by local pop sensation Amy Shark (second from the right) and US hitmaker Meghan Trainor (second from the left)
1524,It comes days after Prince Harry revealed that he and Meghan will likely never return to the UK full-time - or rejoin the Monarchy as working royals
1525,"Eugenie and Meghan are said to have first knew of each other through their mutual friend, fashion designer Misha Nonoo (pictured in 2015 with Meghan)"
1526,"The Duke of Sussex, 38, was back in the UK with his wife, Meghan Markle (seen on September 5), for charity work - when his grandmother, Queen Elizabeth's health declined on September 8"
1527,"Baby on board: Meghan, who is pregnant with her second child with husband Daryl Sabara, showed off her sonogram pictures"
1528,East London baker Claire Ptak - who made the Duke and Duchess of Sussex's wedding cake - has revealed how Meghan Markle gave her the 'best brief ever' for the dish
1529,Meghan has been slowly accumulating a whole slew of A-list pals since she and Harry relocated to the US in 2020. She's seen with Serena Williams
1530,"Meghan, Duchess of Sussex attends a ceremony to mark the centenary of the Royal Air Force on the forecourt of Buckingham Palace on July 10, 2018"
1531,Millie Mackintosh said this week she felt her friendship with Meghan Markle (pictured cycling in Oxfordshire together in 2016) went cold because of her association with Made in Chelsea
1532,"The dispute broke out asHarry, William and Charles were reportedly discussing the interview he and Meghan Markle gave to Oprah the month before. The Sussexes are pictured during the interview"
1533,"Clarkson was persuaded to write to the Duke of Sussex after some pubs refused to stock his beer, Hawkstone, following his comments about Meghan"
1534,"Becoming engaged to Prince Harry in 2017, Meghan Markle was presented with a £140,000 ring designed by the prince himself"
1535,"All wrapped up against the cold weather in December 2018, Meghan wore a wintery £500 wool wrap coat by Canadian brand Soia & Kyo when she visited Brinsworth House in Twickenham, the residential home for retired theatrical performers"
1536,"Kathryn has played Meghan since 2016, when she appeared as Prince Harry's new LA girlfriend. Pictured with Richard Goulding as Harry, and Morgana Robinson as Pippa Middleton, in an earlier series of The Windsors"
1537,"Prince Harry flew back to his wife Meghan (pictured), who had remained at their home in the US to celebrate the 4th birthday of their son Archie on Saturday"
1538,Anti-monarchy activists have hailed Meghan Markle as the 'People's Princess' during their protest against the Coronation today
1539,Makes sense. Who among us wouldn’t immediately forgive those who betrayed us multiple times on a global scale?(Pictured: Harry and Meghan on Netflix).
1540,"According to the site, 'multiple sources' have claimed that 'some interviews on the show were done by other staffers, with [audio of 41-year-old Meghan's] questions edited-in afterwards'"
1541,"The Associated Press summarized the finale with this headline: 'Harry, Meghan vent their grievances in final Netflix episodes'"
1542,All eyes were drawn to Meghan in the strapless gold Johanna Ortiz dress and the Tom Ford high heels as she made her way to the stage
1543,"Meghan Markle was dressed in an all-black athletic ensemble, along with a khaki jacket, which she tied around her waist during the outdoor excursion"
1544,Their incredibly upbeat demeanor is somewhat at odds with the reports that surfaced moments before their arrival in which it was claimed that Meghan and Harry are being evicted from Frogmore Cottage - their only home in the UK - by King Charles
1545,Meghan has said she called it The Tig after first tasting Tignanello wine - now her favourite
1546,Isabel May and Marks Anderson pictured at the wedding of Prince Harry and Meghan Markle in May 2018
1547,"If Harry and Meghan could have both come in the spirit of love and reconciliation, it would have been fantastic"
1548,"Before Suits, Meghan was a struggling actress, appearing in the odd film or television series. When she auditioned for the legal drama Suits, she thought she 'blew it' telling her agent 'I kept forgetting my lines, I was distracted'. Pictured: A headshot of younger Meghan"
1549,"Despite previously speaking favourably of Meghan and Harry, Tom Tilley (right, with Bill Shorten, left, and Brooke Boney, centre) said Harry risks losing his remaining public support after 'throwing grenades' at his family"
1550,Harry has visited Botswana multiple times and even took his wife Meghan on a holiday there for their third date
1551,"Meghan Markle invested in Clevr, the wellness beverage company specialized in nutritious oat milk lattes, and helped the company grow exponentially since its humble 2016 beginnings."
1552,'Thank you for everything': Meghan posted a farewell message to her website readers complete with kisses and an ornate signature. It is still there today
